name,header,superhost,guests_rooms,rating,reviews,location,rarity,rarity_desc,house_rules,health_safety,cancellation,host_response,per night,total price,url,host
Kyostay Iroha Toji Main - Room No.3,Entire rental unit,None,2 guests · 1 bedroom · 2 beds · 1 bath,4.87 ·,84 reviews,"京都市, 京都府, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 11:00 AMSelf check-in with keypadNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃No carbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 12.,Policy number: Hotels and Inns Business Act | 京都市長　門川　大作 | 京都市指令保医セ第877号Response rate: 100%Response time: within an hour,$40.38 x 7 nights,$274.09,https://www.airbnb.com/rooms/23095286?adults=2&children=0&infants=0&check_in=2022-08-13&check_out=2022-08-20&previous_page_section_name=1000,Toji Main
Kyoto Sanjo Ohashi Standard Twin Studio No Smoking Standard Twin,Entire rental unit,None,2 guests · 1 bedroom · 2 beds · 1 bath,4.61 ·,62 reviews,"Kyoto, Japan",This is a rare find.,Kyoto's place on Airbnb is usually fully booked.,House rulesCheck-in: 4:00 PM - 11:00 PMCheckout: 11:00 AMSelf check-in with lockboxNo smokingNo petsNo parties or events,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show moreCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 18.,Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第403号Response rate: 100%Response time: within an hour,$41.84 x 7 nights,$275.71,https://www.airbnb.com/rooms/45207617?adults=2&children=0&infants=0&check_in=2022-08-23&check_out=2022-08-30&previous_page_section_name=1000,Kyoto
【STARS】SPACIOUS Townhouse｜5min to sta.｜HeianJing,Entire townhouse,None,5 guests · 2 bedrooms · 2 beds · 1 bath,4.85 ·,13 reviews,"Higashiyama Ward, Kyoto, Kyoto, Japan",This is a rare find.,Saki's place on Airbnb is usually fully booked.,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMSelf check-in with keypadNo smokingNo petsNo parties or events,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Jul 28.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第 367 号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$238.66 x 7 nights,$668.25,https://www.airbnb.com/rooms/52999068?adults=2&children=0&infants=0&check_in=2022-08-02&check_out=2022-08-09&previous_page_section_name=1000,Saki
KyoYado 4 MIN WALK:FUSHIMI INARI STA. ENTIRE HOUSE,Entire home,Superhost,4 guests · 2 bedrooms · 2 beds · 1.5 baths,4.99 ·,299 reviews,"Kyōto-shi, Kyōto-fu, Japan",Lower price.,Your dates are $135 less than the avg. nightly rate of the last 60 days.,House rulesCheck-in: After 3:00 PMCheckout: 11:00 AMSelf check-in with lockboxNo smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show moreCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $394Show more",Free cancellation before Aug 19.,"Policy number: Hotels and Inns Business Act | 京都府京都市指令保医セ第52号 | 京都市指令保医セ第52号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$43.30 x 7 nights,$377.98,https://www.airbnb.com/rooms/10420937?adults=2&children=0&infants=0&check_in=2022-08-20&check_out=2022-08-27&previous_page_section_name=1000,京
"""Omoide Memories"", Higashiyama, 1 private guest house, quiet, Kyomachiya",Entire guest suite,Superhost,5 guests · 2 bedrooms · 5 beds · 2 baths,4.89 ·,19 reviews,"Kyoto, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMSelf check-in with keypadNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show moreCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 4.,"Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第 221 号Languages: 中文 (简体), English, 日本語, 한국어Response rate: 100%Response time: within an hour",$125.98 x 7 nights,$740.41,https://www.airbnb.com/rooms/51072922?adults=2&children=0&infants=0&check_in=2022-08-09&check_out=2022-08-16&previous_page_section_name=1000,Omoide
Kyotofish·Masuya*Reformed Machiya*Gardenview Bath,Entire townhouse,Superhost,9 guests · 3 bedrooms · 9 beds · 3 baths,5.0 ·,3 reviews,"Shimogyo Ward, Kyoto, Kyoto, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMSelf check-in with keypadNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 7.,"Policy number: Hotels and Inns Business Act | 京都市 | 指令保医セ第 252 号Languages: 中文 (简体), English, Français, 日本語, 한국어, EspañolResponse rate: 100%Response time: within an hour",$229.46 x 7 nights,"$1,600.68",https://www.airbnb.com/rooms/563322770306057839?adults=2&children=0&infants=0&check_in=2022-08-08&check_out=2022-08-15&previous_page_section_name=1000,Karen
Shiki Homes | IKKO 10 一耕の宿10,Entire home,Superhost,5 guests · 2 bedrooms · 4 beds · 1.5 baths,4.75 ·,32 reviews,"Kyoto, Japan",Add an extra night and save.,Extend your stay by adding Aug 15 for only $132.,House rulesCheck-in: After 4:00 PMCheckout: 10:00 AMNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 3.,"Policy number: Hotels and Inns Business Act | 京都市指令保医セ | 第 361 号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$179.89 x 7 nights,$842.34,https://www.airbnb.com/rooms/39427230?adults=2&children=0&infants=0&check_in=2022-08-08&check_out=2022-08-15&previous_page_section_name=1000,Shiki
【U-SHUKU@FUSHIMI INARI】8mins to sta./FREE WIFI,Entire rental unit,None,4 guests · 1 bedroom · 2 beds · 1 bath,4.92 ·,37 reviews,"Kyoto-shi, Kyoto, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMSelf check-in with building staffNo smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $118Show more",Free cancellation before Jul 29.,"Policy number: Hotels and Inns Business Act |  京都市保健福祉局医療衛生推進室医療衛生センター | 京都市指令保医セ第24号Languages: 中文 (简体), EnglishResponse rate: 100%Response time: within an hour",$90.61 x 7 nights,$285.42,https://www.airbnb.com/rooms/34067386?adults=2&children=0&infants=0&check_in=2022-08-03&check_out=2022-08-10&previous_page_section_name=1000,U-Shuku優宿
Room to enjoy the Kyoto.,Entire rental unit,None,2 guests · 1 bedroom · 1 bed · 1.5 baths,4.73 ·,73 reviews,"京都市, 京都府, Japan",None,None,House rulesCheck-in: 3:00 PM - 10:00 PMCheckout: 10:00 AMNo smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠆Carbon monoxide alarm not reported Show moreSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $118Show more",Free cancellation before Aug 26.,Policy number: M260008320Response rate: 100%Response time: within a few hours,$28.21 x 7 nights,$216.59,https://www.airbnb.com/rooms/9263813?adults=2&children=0&infants=0&check_in=2022-08-27&check_out=2022-09-03&previous_page_section_name=1000,Taiyo
"1st Floor,Bathroom ,heating.Katsuragawa station.",Entire home,Superhost,8 guests · 3 bedrooms · 5 beds · 2 baths,4.78 ·,394 reviews,"Kyōto-shi, Kyōto-fu, Japan",None,None,House rulesCheck-in: 3:00 PM - 10:00 PMCheckout: 11:00 AMSelf check-in with lockboxNo smokingPets are allowedShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Security camera/recording device Show more󱠃Nearby lake, river, other body of waterCarbon monoxide alarmSmoke alarmShow more",Free cancellation before Aug 4.,"Policy number: Hotels and Inns Business Act | 京都市保健福祉局 医療衛生推進室 医療衛生センター | 京都市指令保医セ第181号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$47.08 x 7 nights,$419.79,https://www.airbnb.com/rooms/5862761?adults=2&children=0&infants=0&check_in=2022-08-09&check_out=2022-08-16&previous_page_section_name=1000,林
Kyostay Iroha Toji Main - Room No.2,Entire rental unit,None,2 guests · 1 bedroom · 2 beds · 1 bath,4.78 ·,40 reviews,"京都市, 京都府, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 11:00 AMSelf check-in with keypadNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃No carbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 25.,Policy number: Hotels and Inns Business Act | 京都市長　門川　大作 | 京都市指令保医セ第877号Response rate: 100%Response time: within an hour,$35.32 x 7 nights,$242.18,https://www.airbnb.com/rooms/23134952?adults=2&children=0&infants=0&check_in=2022-08-26&check_out=2022-09-02&previous_page_section_name=1000,Toji Main
【喜舍】【home quarantine ok】2F-machiya/max 8p/二条城,Entire home,None,6 guests · 3 bedrooms · 6 beds · 3 baths,4.80 ·,56 reviews,"Kyoto-shi, Kyoto-fu, Japan",None,None,House rulesCheck-in: After 4:00 PMCheckout: 10:00 AMSelf check-in with keypadNot suitable for infants (under 2 years)No smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $157Show more",Free cancellation for 48 hours.,Policy number: Hotels and Inns Business Act | 京都市指令保医セ | 京都市指令保医第52号Response rate: 100%Response time: within a few hours,$51.18 x 7 nights,$380.15,https://www.airbnb.com/rooms/27714365?adults=2&children=0&infants=0&check_in=2022-08-14&check_out=2022-08-21&previous_page_section_name=1000,光院
DISCOUNT！1min to sta.｜NishikiMarket｜WIFI｜Kyoto,Entire rental unit,None,2 guests · 1 bedroom · 2 beds · 1 bath,4.79 ·,90 reviews,"京都市中京区梅忠町, 京都府, Japan",None,None,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMNo smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $236Show more",Free cancellation before Jul 31.,Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保医セ第46号Response rate: 100%Response time: within an hour,$88.18 x 7 nights,$308.61,https://www.airbnb.com/rooms/24528310?adults=2&children=0&infants=0&check_in=2022-08-05&check_out=2022-08-12&previous_page_section_name=1000,Be-My-Guest
"☆20㎡☆10min to Arashiyama, Bamboo,Monkey park!",Entire serviced apartment,Superhost,4 guests · 1 bedroom · 2 beds · 1 bath,4.97 ·,344 reviews,"Kyoto-shi, Kyoto Prefecture, Japan",This is a rare find.,Jun & Aki's place on Airbnb is usually fully booked.,House rulesCheck-in: After 4:00 PMCheckout: 11:00 AMNo smokingNo petsNo parties or eventsShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices apply󱠃Nearby lake, river, other body of waterCarbon monoxide alarmSmoke alarmShow more",Free cancellation before Jul 28.,Policy number: Hotels and Inns Business Act | 京都市 | 京都市指令保保医第 207 号Response rate: 89%Response time: within an hour,$30.82 x 7 nights,$239.56,https://www.airbnb.com/rooms/13675222?adults=2&children=0&infants=0&check_in=2022-08-02&check_out=2022-08-09&previous_page_section_name=1000,Jun & Aki
"Saiin Station 8 mins on foot,2toilet 2shower room",Entire home,None,8 guests · 4 bedrooms · 3 beds · 2 baths,4.79 ·,42 reviews,"京都市, 京都府, Japan",None,None,House rulesCheck-in: 3:00 PM - 11:00 PMCheckout: 11:00 AMSelf check-in with lockboxNo smokingNo parties or eventsPets are allowedShow more,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 6.,"Policy number: Hotels and Inns Business Act | 京都府京都市医療衛生センター | 京都市指令保医セ第122号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$62.99 x 7 nights,$489.87,https://www.airbnb.com/rooms/23240270?adults=2&children=0&infants=0&check_in=2022-08-11&check_out=2022-08-18&previous_page_section_name=1000,Wei
【Disinfection】KyotoShijoSta.4mins!King Deluxe R402,Entire rental unit,Superhost,2 guests · 1 bedroom · 1 bed · 1 bath,4.96 ·,140 reviews,"Shimogyō-ku, Kyōto-shi, Kyōto-fu, Japan",Lower price.,Your dates are $108 less than the avg. nightly rate of the last 60 days.,House rulesCheck-in: 4:00 PM - 2:00 AMCheckout: 11:00 AMSelf check-in with building staffNo smokingNo petsNo parties or events,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 30.,"Policy number: Hotels and Inns Business Act | 京都市指令保医 | セ第835号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$30.14 x 7 nights,$265.77,https://www.airbnb.com/rooms/23988063?adults=2&children=0&infants=0&check_in=2022-08-31&check_out=2022-09-07&previous_page_section_name=1000,Aika
Kyoto Almost Entire 1st Floor Free Bikes w/gardens,Private room in hut,Superhost,4 guests · 1 bedroom · 4 beds · 1.5 baths,4.95 ·,127 reviews,"Kyoto-shi, Kyoto-fu, Japan",None,None,House rulesCheck-in: 3:00 PM - 10:00 PMCheckout: 11:00 AMNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Jul 31.,"Policy number: M260020737Languages: English, Français, Deutsch, Italiano, 日本語Response rate: 100%Response time: within an hour",$59.05 x 7 nights,$471.71,https://www.airbnb.com/rooms/8591935?adults=2&children=0&infants=0&check_in=2022-08-01&check_out=2022-08-08&previous_page_section_name=1000,Tsutomu
【INN+Toji Fushin】15min to Kyoto sta｜Japanese Style,Entire townhouse,None,5 guests · 2 bedrooms · 5 beds · 1 bath,4.67 ·,6 reviews,"Minami Ward, Kyoto, Kyoto, Japan",This is a rare find.,Saki's place on Airbnb is usually fully booked.,House rulesCheck-in: After 3:00 PMCheckout: 10:00 AMSelf check-in with smart lockNo smokingNo petsNo parties or events,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 11.,"Policy number: M260022370Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$168.65 x 7 nights,$413.22,https://www.airbnb.com/rooms/52557868?adults=2&children=0&infants=0&check_in=2022-08-16&check_out=2022-08-23&previous_page_section_name=1000,Saki
"1 room only !!! 32㎡, Deluxe Double (1-2ppl / Non-smoking / Shijo)",Room in hotel,Superhost,2 guests · 1 bedroom · 1 bed · 1 bath,None,"Kyoto, Japan","Kyoto, Japan",None,None,House rulesCheck-in: 3:00 PM - 10:00 PMCheckout: 11:00 AMShow more,"Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarm󰐂Security Deposit - if you damage the home, you may be charged up to $118Show more",Free cancellation before Aug 26.,"Policy number: Hotels and Inns Business Act | Ministry of Land, Infrastructure, Transport and Tourism (MLIT) | 425Response rate: 100%Response time: within an hour",$61.69 x 7 nights,$300.55,https://www.airbnb.com/rooms/43561598?adults=2&children=0&infants=0&check_in=2022-08-31&check_out=2022-09-07&previous_page_section_name=1000,Yuki
TabitabiStay,Entire home,Superhost,6 guests · 3 bedrooms · 2 beds · 2.5 baths,4.90 ·,62 reviews,"Nakagyō-ku, Kyoto, Kyoto, Japan",Good price.,Your dates are $90 less than the avg. nightly rate over the last 3 months.,House rulesCheck-in: 3:00 PM - 11:00 PMCheckout: 11:00 AMSelf check-in with keypadNo smokingNo petsNo parties or eventsShow more,Health & safety󹀁Airbnb's COVID-19 safety practices applyCarbon monoxide alarmSmoke alarmShow more,Free cancellation before Aug 16.,"Policy number: Hotels and Inns Business Act | 京都市指令保医セ | 京都市指令保医セ第137号Languages: 中文 (简体), English, 日本語Response rate: 100%Response time: within an hour",$232.94 x 7 nights,"$1,689.62",https://www.airbnb.com/rooms/44691474?adults=2&children=0&infants=0&check_in=2022-08-21&check_out=2022-08-28&previous_page_section_name=1000,Tabitabi Stay
